UserStoryID,CommitSHA,Author,Message,FileChanged,ChangedFunctions
US-04,6bf6a1bc48080be9269fd73c19b5b1659092e910,Nithishrish23,"US-04: Edit existing task functionality\n\nFrontend:\n- Add Edit button to each task\n- Implement inline editing mode\n- Save/Cancel buttons for editing\n- Keyboard shortcuts (Enter to save, Escape to cancel)\n\nBackend:\n- Implement PUT /api/tasks/<id> endpoint\n- Update task name",src/App.jsx,
US-05,f285551b93807f49c60a53b289998cded4bf1556,lingesh-Codedtx,US-05: Delete task functionality\n\nFrontend:\n- Add Delete button to each task\n- Confirmation dialog before deletion\n- Remove task from UI after deletion\n\nBackend:\n- Implement DELETE /api/tasks/<id> endpoint\n- Remove task from storage,backend/app.py,delete_task
US-05,f285551b93807f49c60a53b289998cded4bf1556,lingesh-Codedtx,US-05: Delete task functionality\n\nFrontend:\n- Add Delete button to each task\n- Confirmation dialog before deletion\n- Remove task from UI after deletion\n\nBackend:\n- Implement DELETE /api/tasks/<id> endpoint\n- Remove task from storage,src/App.jsx,
US-06,c8017a83851f90db63a9b0d2db340ef676341f38,Nithishrish23,US-06: Clear completed tasks functionalit\nFrontend:\n- Add Clear Completed button (shown only when completed tasks exist)\n- Confirmation dialog before clearing\n- Remove all completed tasks from UI\n\nBackend:\n- Implement DELETE /api/tasks/completed endpoint\n- Filter out all completed tasks,backend/app.py,clear_completed
US-06,c8017a83851f90db63a9b0d2db340ef676341f38,Nithishrish23,US-06: Clear completed tasks functionalit\nFrontend:\n- Add Clear Completed button (shown only when completed tasks exist)\n- Confirmation dialog before clearing\n- Remove all completed tasks from UI\n\nBackend:\n- Implement DELETE /api/tasks/completed endpoint\n- Filter out all completed tasks,src/App.jsx,
US-07,2774fbd48d2ec7dad8db2a48f4fdd081b82b3d35,lingesh-Codedtx,US-07: Persist tasks using localStorage\n\nFrontend:\n- Load tasks from localStorage on app mount\n- Auto-save tasks to localStorage on any change\n- Fallback to API if localStorage is empty\n- Tasks persist after page refresh\n\nBackend:\n- No changes (already persists in memory),src/App.jsx,
US-08,f1e78d02d14c3578ac37b6b745cb64b69802717a,Nithishrish23,"US-08: Filter tasks by status (All/Pending/Completed)\n\nFrontend:\n- Add filter buttons (All, Pending, Completed)\n- Update task display based on selected filter\n- Active filter highlighted with blue background\n\nBackend:\n- Add query parameter support to GET /api/tasks\n- Filter tasks by status when ?status=pending or ?status=completed",backend/app.py,
US-08,f1e78d02d14c3578ac37b6b745cb64b69802717a,Nithishrish23,"US-08: Filter tasks by status (All/Pending/Completed)\n\nFrontend:\n- Add filter buttons (All, Pending, Completed)\n- Update task display based on selected filter\n- Active filter highlighted with blue background\n\nBackend:\n- Add query parameter support to GET /api/tasks\n- Filter tasks by status when ?status=pending or ?status=completed",src/App.jsx,
US-09,9bcf5e456a7fd4d923b8094c53a76bce4bc29049,lingesh-Codedtx,"US-09: Add task counter display\n\nFrontend:\n- Display pending, completed, and total task counts\n- Counter updates dynamically with task changes\n- Clean card design with visual separators\n\nBackend:\n- Add GET /api/tasks/count endpoint\n- Return pending, completed, and total counts",backend/app.py,get_task_count
US-09,9bcf5e456a7fd4d923b8094c53a76bce4bc29049,lingesh-Codedtx,"US-09: Add task counter display\n\nFrontend:\n- Display pending, completed, and total task counts\n- Counter updates dynamically with task changes\n- Clean card design with visual separators\n\nBackend:\n- Add GET /api/tasks/count endpoint\n- Return pending, completed, and total counts",src/App.jsx,
US-10,d3b8c80cb09521ef6ca5da88adc26adfd1fd59f7,Nithishrish23,"US-10: Polish UI with responsive design\nFrontend:\n\nFully responsive layout for mobile, tablet, and desktop\nImproved visual hierarchy with better spacing\nEnhanced color scheme with gradients\nBetter touch targets for mobile users\nSmooth transitions and hover effects\nEmpty state with icon\nProfessional shadows and rounded corners\nOptimized button sizes for different screens\n\nDesign improvements:\n\nMobile-first approach\nReadable typography across all devices\nConsistent padding and margins\nAccessible form controls",src/App.jsx,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,analysis/requirements.txt,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,analysis/test_priority_model.py,main
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/app.py,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/model_train,build_timeline
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/ppo_priority_gymnasium_logs/PPO_1/events.out.tfevents.1762518348.DESKTOP-AP99P85.17628.0,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/ppo_priority_gymnasium_model.zip,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/priority_prediction,"get_commits_for_story, extract_changes, compute_impact"
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/priority_userstory.csv,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,priority_predictions.csv,
US-12,3caec5eab3fba146bfa1b3fffeace42b16ca7ffc,lingesh-Codedtx,US-12 new changes,backend/app.py,
US-11,7f4d9dff488a4ebf27af45b686fc3bc21f636979,Lingesh,US-11,python-testcase/backend/app.py,
US-11,950db43bd2eefad990ad857aa05e1ce03d61e0af,Lingesh,US-11,python-testcase/backend/app.py,
US-11,0240fff5b3d114274369ee4f15cfabde347c69af,Lingesh,US-11,python-testcase/backend/app.py,US-11,55401f2ce7e9b1a56d195e864aa11b3b77f961e9,Lingesh,US-11,python-testcase/backend/app.py,
US-11,a2c6d748be67eca31bc1e257cb8ae29ac5341773,NithishKumar,US-11,python-testcase/backend/app.py,
US-11,86e0751259485425b50598a49294a41239d84c5b,NithishKumar,US-11 add,python-testcase/backend/app.py,
US-11,351484fa32226290e097374578bd9b21ce67f400,NithishKumar,US-11 add,python-testcase/backend/app.py,
US-11,351484fa32226290e097374578bd9b21ce67f400,NithishKumar,US-11 add,python-testcase/backend/app.py,
US-11,86e0751259485425b50598a49294a41239d84c5b,NithishKumar,US-11 add,python-testcase/backend/app.py,
US-11,a2c6d748be67eca31bc1e257cb8ae29ac5341773,NithishKumar,US-11,python-testcase/backend/app.py,
US-11,55401f2ce7e9b1a56d195e864aa11b3b77f961e9,Lingesh,US-11,python-testcase/backend/app.py,
US-11,0240fff5b3d114274369ee4f15cfabde347c69af,Lingesh,US-11,python-testcase/backend/app.py,
US-11,950db43bd2eefad990ad857aa05e1ce03d61e0af,Lingesh,US-11,python-testcase/backend/app.py,
US-11,7f4d9dff488a4ebf27af45b686fc3bc21f636979,Lingesh,US-11,python-testcase/backend/app.py,
US-11,777870d80abab963d99da7a29195fe9748da1053,Lingesh,US-11 testrun,python-testcase/backend/app.py,
US-11,1cca22812eae979ddc02117ca5d415de877b6df8,Lingesh,US-11 user id,python-testcase/backend/app.py,
US-11,1c610f0fefc2f336c54fc226a6c049908cdee1ca,Lingesh,US-11,python-testcase/backend/app.py,testcase
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,analysis/requirements.txt,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,analysis/test_priority_model.py,main
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/app.py,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/model_train,build_timeline
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/ppo_priority_gymnasium_logs/PPO_1/events.out.tfevents.1762518348.DESKTOP-AP99P85.17628.0,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/ppo_priority_gymnasium_model.zip,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/priority_prediction,"get_commits_for_story, extract_changes, compute_impact"
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/priority_userstory.csv,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,priority_predictions.csv,
US-10,d3b8c80cb09521ef6ca5da88adc26adfd1fd59f7,Nithishrish23,"US-10: Polish UI with responsive design\nFrontend:\n\nFully responsive layout for mobile, tablet, and desktop\nImproved visual hierarchy with better spacing\nEnhanced color scheme with gradients\nBetter touch targets for mobile users\nSmooth transitions and hover effects\nEmpty state with icon\nProfessional shadows and rounded corners\nOptimized button sizes for different screens\n\nDesign improvements:\n\nMobile-first approach\nReadable typography across all devices\nConsistent padding and margins\nAccessible form controls",src/App.jsx,
US-11,351484fa32226290e097374578bd9b21ce67f400,NithishKumar,US-11 add,python-testcase/backend/app.py,
US-11,86e0751259485425b50598a49294a41239d84c5b,NithishKumar,US-11 add,python-testcase/backend/app.py,
US-11,a2c6d748be67eca31bc1e257cb8ae29ac5341773,NithishKumar,US-11,python-testcase/backend/app.py,
US-11,55401f2ce7e9b1a56d195e864aa11b3b77f961e9,Lingesh,US-11,python-testcase/backend/app.py,
US-11,0240fff5b3d114274369ee4f15cfabde347c69af,Lingesh,US-11,python-testcase/backend/app.py,
US-11,950db43bd2eefad990ad857aa05e1ce03d61e0af,Lingesh,US-11,python-testcase/backend/app.py,
US-11,7f4d9dff488a4ebf27af45b686fc3bc21f636979,Lingesh,US-11,python-testcase/backend/app.py,
US-11,777870d80abab963d99da7a29195fe9748da1053,Lingesh,US-11 testrun,python-testcase/backend/app.py,
US-11,1cca22812eae979ddc02117ca5d415de877b6df8,Lingesh,US-11 user id,python-testcase/backend/app.py,
US-11,1c610f0fefc2f336c54fc226a6c049908cdee1ca,Lingesh,US-11,python-testcase/backend/app.py,testcase
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,analysis/requirements.txt,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,analysis/test_priority_model.py,main
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/app.py,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/model_train,build_timeline
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/ppo_priority_gymnasium_logs/PPO_1/events.out.tfevents.1762518348.DESKTOP-AP99P85.17628.0,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/ppo_priority_gymnasium_model.zip,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/priority_prediction,"get_commits_for_story, extract_changes, compute_impact"
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,backend/priority_userstory.csv,
US-11,6d61196ece06d3c87631d7ec030cdaa11a889357,lingesh-Codedtx,US-11 changes in clear_all_tasks function,priority_predictions.csv,
US-10,d3b8c80cb09521ef6ca5da88adc26adfd1fd59f7,Nithishrish23,"US-10: Polish UI with responsive design\nFrontend:\n\nFully responsive layout for mobile, tablet, and desktop\nImproved visual hierarchy with better spacing\nEnhanced color scheme with gradients\nBetter touch targets for mobile users\nSmooth transitions and hover effects\nEmpty state with icon\nProfessional shadows and rounded corners\nOptimized button sizes for different screens\n\nDesign improvements:\n\nMobile-first approach\nReadable typography across all devices\nConsistent padding and margins\nAccessible form controls",src/App.jsx,
US-11,3dabe36a52e54e7eb7b31330aa0cce9ff44026e6,Lingesh,US-11,python-testcase/backend/app.py,
US-11,eadc44449862d751e0cbc98a8f3a9e396c4035ea,Lingesh,US-11,python-testcase/backend/app.py,
US-11,0950c76b911dae122b36d8b8320e39dd74fcd4b4,Lingesh,US-11,python-testcase/backend/app.py,
US-11,f033f2ec4106717c5539f194400bd1d5e09e1588,Lingesh,US-11,python-testcase/backend/app.py,
US-11,165509a5295c37e0d50c4784495694ab629d1a65,NithishKumar,US-11,python-testcase/backend/app.py,
US-11,c0a18e1c3cf04b4abe2f2761d670d2b8ce1f6f8d,NithishKumar,US-11\n\nAdded a test comment to the clear_all_tasks function.,python-testcase/backend/app.py,
US-11,62de1c8fc598c149af777b336c7a119d096ad4ec,NithishKumar,US-11,python-testcase/backend/app.py,
US-10,551453c21d788453e9bcb7ec64aeb388b3586041,Lingesh,US-10,python-testcase/backend/app.py,
US-11,052d38265c0d55f06a6066d3d1382e123a849a35,Lingesh,US-11,python-testcase/backend/app.py,
US-11,539833fa837f83861076d31a8c25ef85b01189df,Lingesh,US-11,python-testcase/backend/app.py,
US-11,055d105dd8b6bbbc93c2a53b8d522b56fc97bc70,Lingesh,US-11\n\nUpdated comment in clear_all_tasks function.,python-testcase/backend/app.py,
US-11,d3ba1b90445ddd63e1a9b9f5bee57be6e42c88bc,Lingesh,US-11,python-testcase/backend/app.py,
US-11,13a2257abad1c174a7fedccb347c68a1c08348d4,Lingesh,US-11,python-testcase/backend/app.py,
US-11,67b5dc9ed7200c7c1d082fa758db6ec96f71768f,NithishKumar,US-11,python-testcase/backend/app.py,
US-11,4717ffb1f682e1b5526e365c9fd600f3c4299a17,NithishKumar,US-11,python-testcase/backend/app.py,
US-11,34ad74c43f6981d625fa9ce7bf10a418456f7db9,NithishKumar,US-11,python-testcase/backend/app.py,
US-11,d5966715fb58f1630a7a56619ce34dc583dec62c,NithishKumar,US-11,python-testcase/backend/app.py,
US-11,6a7d4dff8f303eab9a27d179f035c9e62d9c177b,Lingesh,US-11,python-testcase/backend/app.py,
US-12,300f42f05b304d64b9704877426399298084f9b8,Lingesh,US-12 new,python-testcase/backend/app.py,
US-01,6826c789d5bcf1ce4564b3bf5996f24250b2129a,Nithishrish23,"US-01: Add new task functionality\n\nFrontend:\n- Add task input form with submit button\n- Display task list\n- Integrate with backend API\n\nBackend:\n- Implement POST /api/tasks endpoint\n- Add in-memory task storage\n- Return task with ID, name, status, created_at",backend/app.py,"get_tasks, add_task",python
US-01,6826c789d5bcf1ce4564b3bf5996f24250b2129a,Nithishrish23,"US-01: Add new task functionality\n\nFrontend:\n- Add task input form with submit button\n- Display task list\n- Integrate with backend API\n\nBackend:\n- Implement POST /api/tasks endpoint\n- Add in-memory task storage\n- Return task with ID, name, status, created_at",package-lock.json,,unknown
US-01,6826c789d5bcf1ce4564b3bf5996f24250b2129a,Nithishrish23,"US-01: Add new task functionality\n\nFrontend:\n- Add task input form with submit button\n- Display task list\n- Integrate with backend API\n\nBackend:\n- Implement POST /api/tasks endpoint\n- Add in-memory task storage\n- Return task with ID, name, status, created_at",package.json,,unknown
US-01,6826c789d5bcf1ce4564b3bf5996f24250b2129a,Nithishrish23,"US-01: Add new task functionality\n\nFrontend:\n- Add task input form with submit button\n- Display task list\n- Integrate with backend API\n\nBackend:\n- Implement POST /api/tasks endpoint\n- Add in-memory task storage\n- Return task with ID, name, status, created_at",src/App.jsx,async ,javascript
